article	aid	url	img	iid	hashvalue	title	text	imgFile
516619228	128809	https://www.ksta.de/politik/rnd/werbeverbot-fuer-abtreibungen-opposition-plant-klage-gegen-kompromiss-von-spd-und-cdu-32123818	https://www.ksta.de/image/32123842/2x1/300/150/f389994148d17b5a2fadb1d4b175824c/Mx/demo-gegen-paragraf-219a.jpg	129451	32123842f389994148d17b5a2fadb1d4b175824cMx	Opposition plant Klage gegen Kompromiss von SPD und CDU	FDP, Linke und Grüne bereiten eine Klage beim Bundesverfassungsgericht gegen den Paragrafen 219a Strafgesetzbuch vor, der in der vorigen Woche vom Bundestag verabschiedet wurde. Der Paragraph regelt, in welcher Form künftig über Abtreibungen informiert we	32123842f389994148d17b5a2fadb1d4b175824cMx.jpg
516620503	128810	https://www.ksta.de/region/chaos-am-duesseldorfer-flughafen-teile-des-sicherheitsbereichs-muessen-geraeumt-werden-32123986	https://www.ksta.de/image/32124000/2x1/300/150/79d68ad42690521a2e9f957cba2f224e/TE/flughafen-duesseldorf.jpg	129452	3212400079d68ad42690521a2e9f957cba2f224eTE	Teile des Sicherheitsbereichs müssen geräumt werden	Am Düsseldorfer Flughafen müssen Teile des Sicherheitsbereichs geräumt werden. Es habe eine Vermischung von kontrollierten und unkontrollierten Reisenden gegeben, teilte der Flughafen am Freitagmorgen mit.Die Passagiere müssten nun erneut durch die Sicher	3212400079d68ad42690521a2e9f957cba2f224eTE.jpg
516621875	128811	https://www.ksta.de/sport/fussball/merkur-spielarena-drittligist-spielt-naechste-saison-in-duesseldorf---fortuna-boss-sauer-32124012	https://www.ksta.de/image/32124110/2x1/300/150/7819326c9a34c4a24c18aab1651caa39/ZW/f95-uerdingen-wird-in-die-duesseldorfer-arena-einziehen.jpg	129453	321241107819326c9a34c4a24c18aab1651caa39ZW	Drittligist spielt nächste Saison in Düsseldorf – Fortuna-Boss sauer	Fußball-Drittligist KFC Uerdingen hat für die kommende Saison eine neue Heimspielstätte gefunden. Die Krefelder empfangen in der Spielzeit 2019/20 ihre Gäste in der Arena in Düsseldorf. Das bestätigte Uerdingens Geschäftsführer Frank Strüver der Rheinisch	321241107819326c9a34c4a24c18aab1651caa39ZW.jpg
516623576	128815	https://www.ksta.de/region/versehentlich-auf-gleise-geraten-maenner-retten-sich-vor-zusammenstoss-mit-zug-aus-auto-32124098	https://www.ksta.de/image/32124138/2x1/300/150/131e235b7bdd2290d38ba86e761f0e55/pC/auto-von-zug-gerammt.jpg	129457	32124138131e235b7bdd2290d38ba86e761f0e55pC	Männer retten sich vor Zusammenstoß mit Zug aus Auto	Zwei Männer haben sich an einem Bahnübergang in Nachrodt-Wiblingwerde aus ihrem auf den Gleisen stehenden Auto gerettet, kurz bevor ein Zug darauf prallte.Fahrer verletzte sich leichtDer betrunkene Fahrer trug trotzdem leichte Verletzungen davon, womöglic	32124138131e235b7bdd2290d38ba86e761f0e55pC.jpg
516624759	128816	https://www.ksta.de/panorama/beim-kompost-mann-findet-mehr-als-zwei-meter-lange-tote-schlange-32124160	https://www.ksta.de/image/32124176/2x1/300/150/ae544a0c8a029a5510ebbe37c5c52724/iu/schlange-im-kompost.jpg	129458	32124176ae544a0c8a029a5510ebbe37c5c52724iu	Mann findet mehr als zwei Meter lange tote Schlange	Schreck in den Abendstunden: Auf einem Platz für Kompost hat ein Mann in Friedland in Mecklenburg-Vorpommern eine mehr als zwei Meter lange, reglos daliegende Schlange entdeckt.Er meldete seinen Fund, woraufhin das Veterinäramt das Tier am Donnerstagabend	32124176ae544a0c8a029a5510ebbe37c5c52724iu.jpg
516627011	128818	https://www.ksta.de/panorama/preis-sinkt-weiter-noch-kein-kaeufer-fuer-neverland-ranch-von-michael-jackson-gefunden-32124434	https://www.ksta.de/image/32124568/2x1/300/150/2f1a48f21be5f1c49ff140609c3a69b8/gW/neverland-ranch-von-oben-2001.jpg	129460	321245682f1a48f21be5f1c49ff140609c3a69b8gW	Noch kein Käufer für Neverland-Ranch von Michael Jackson gefunden	Die legendäre Neverland-Ranch des verstorbenen Popsängers Michael Jackson kommt auf den Markt - zum Schnäppchenpreis. Ein Makler in Kalifornien bietet die rund 1100 Hektar große Immobilie für 31 Millionen Dollar (27 Millionen Euro) zum Verkauf an. Vor vi	321245682f1a48f21be5f1c49ff140609c3a69b8gW.jpg
516631102	128820	https://www.ksta.de/panorama/tiere-in-schlechtem-zustand-32-jaehriger-hortet-fast-50-koenigspythons-in-wohnung-32124882	https://www.ksta.de/image/32124912/2x1/300/150/258dd52f17a6e6bad12374159c6b1fb3/Ai/koenigspython.jpg	129462	32124912258dd52f17a6e6bad12374159c6b1fb3Ai	32-Jähriger hortet fast 50 Königspythons in Wohnung	Ein 32-Jähriger hat in seiner Wohnung im hessischen Fulda fast 50 Königspythons in Plastikboxen gehortet. Vier der Schlangen waren bereits verendet, wie die Polizei am Freitag mitteilte.Die Tiere waren demnach alle unterernährt und in einem desolaten Zust	32124912258dd52f17a6e6bad12374159c6b1fb3Ai.jpg
516631909	128822	https://www.ksta.de/panorama/-konnten-es-nicht-glauben--vogelspinne-toetet-beutelratte---wissenschaftler-geschockt-32124936	https://www.ksta.de/image/32124954/2x1/300/150/acf661c25b14f087c987dff6390e7dea/oE/vogelspinne-toetet-beutelratte.jpg	129464	32124954acf661c25b14f087c987dff6390e7deaoE	Vogelspinne tötet Beutelratte – Wissenschaftler geschockt	Vogelspinnen können selbst eine Beutelratte töten. Das haben Forscher im Amazonasgebiet beobachtet und darüber im Fachmagazin „Amphibian & Reptile Conservation“ berichtet. „Wir waren ganz hingerissen und geschockt und wir konnten nicht wirklich glauben, w	32124954acf661c25b14f087c987dff6390e7deaoE.jpg
516632220	128823	https://www.ksta.de/panorama/christian-kohlund-toppt-als-anwalt--koelle-alaaf--32124972	https://www.ksta.de/image/32124970/2x1/300/150/1e661fd5b7ccc916c2efb375ef91177c/VY/urn-newsml-dpa-com-20090101-190301-99-192912-large-4-3.jpg	129465	321249701e661fd5b7ccc916c2efb375ef91177cVY	Christian Kohlund toppt als Anwalt „Kölle Alaaf”	Das närrische Treiben ist in vollem Gange - im Fernsehen hat sich am Donnerstagabend trotzdem der Krimi gegen den Karneval durchgesetzt.„Der Zürich-Krimi: Borchert und die mörderische Gier” holte im Schnitt 5,50 Millionen Zuschauer und damit einen Marktan	321249701e661fd5b7ccc916c2efb375ef91177cVY.jpg
516633311	128824	https://www.ksta.de/politik/-fridaysforfuture-greta-thunberg-demonstriert-mit-schuelern-in-hamburg-32125014	https://www.ksta.de/image/32125034/2x1/300/150/8eb9f69bc7de32f551d452eb2cc9113a/yD/greta-thunberg-in-hamburg.jpg	129466	321250348eb9f69bc7de32f551d452eb2cc9113ayD	Greta Thunberg demonstriert mit Schülern in Hamburg	Die schwedische Klimaaktivistin Greta Thunberg ist erstmals für einen Schulstreik nach Deutschland gekommen. Gemeinsam mit rund 3000 Schülern demonstrierte die 16-Jährige am Freitag in Hamburg für eine bessere Klimapolitik. Auf Plakaten und Transparenten	321250348eb9f69bc7de32f551d452eb2cc9113ayD.jpg
516634525	128825	https://www.ksta.de/politik/fall-otto-warmbier-trump-verteidigt-kim-jong-un---und-loest-damit-empoerung-aus--32125032	https://www.ksta.de/image/32125150/2x1/300/150/f174075a375f143a8edf7b3e4662c197/wO/trump-hanoi.jpg	129467	32125150f174075a375f143a8edf7b3e4662c197wO	Trump verteidigt Kim Jong Un – und löst damit Empörung aus	US-Präsident Donald Trump hat mit seiner Verteidigung des nordkoreanischen Machthabers Kim Jong Un im Fall des verstorbenen US-Studenten Otto Warmbier Empörung ausgelöst. Der Vorsitzende des Geheimdienstausschusses im Abgeordnetenhaus, der Demokrat Adam S	32125150f174075a375f143a8edf7b3e4662c197wO.jpg
516635078	128827	https://www.ksta.de/wirtschaft/um-preise-zu-senken-tesla-verkauft-elektroautos-kuenftig-nur-uebers-internet-32125086	https://www.ksta.de/image/32125188/2x1/300/150/3891f78f3f440395a4dbbf37fef20a48/Cp/tesla-firmenlogo.jpg	129469	321251883891f78f3f440395a4dbbf37fef20a48Cp	Tesla verkauft Elektroautos künftig nur übers Internet	Tesla will seine Elektroautos künftig nur noch über das Internet verkaufen. Das solle helfen, die Preise zu senken, sagte Firmenchef Elon Musk am Donnerstag. Viele der Tesla-Läden würden schließen, die verbliebenen Standorte in belebter Lage sollen als Au	321251883891f78f3f440395a4dbbf37fef20a48Cp.jpg
516636900	128829	https://www.ksta.de/wirtschaft/neue-umweltregeln-norwegen-fuehrt-abgasgrenzen-fuer-kreuzfahrtschiffe-ein-32125300	https://www.ksta.de/image/32125370/2x1/300/150/a6922d528137fd00c838574ec6770f40/MD/kreuzfahrt-norwegen.jpg	129471	32125370a6922d528137fd00c838574ec6770f40MD	Norwegen führt Abgasgrenzen für Kreuzfahrtschiffe ein	In Norwegen gelten seit Freitag neue Umweltregeln für Kreuzfahrtschiffe, die einige norwegische Fjorde ansteuern. Umweltminister Ola Elvestuen teilte mit, dass in den Fjorden mit Weltkulturerbestatus keine Abwasser (Kloake) mehr eingeleitet werden dürfen.	32125370a6922d528137fd00c838574ec6770f40MD.jpg
516637150	128830	https://www.ksta.de/koeln/kommentar-zur-tempo-20-zone-mehr-sicherheit-fuer-den-koelner-chlodwigplatz-32111498	https://www.ksta.de/image/32111692/2x1/300/150/b2baf2f436e92263f42cd14adc0e9ae5/ZD/chlodwigplatz.jpg	129472	32111692b2baf2f436e92263f42cd14adc0e9ae5ZD	Mehr Sicherheit für den Kölner Chlodwigplatz	Der Ansatz der Oberbürgermeisterin, Experten aus allen Bereichen einzuladen, um Ideen für die Zukunft des Radverkehrs zu suchen, ist genau richtig. In Köln versammelt sich eine Menge Wissen, von dem die Verwaltung profitieren kann und sollte. Dazu zählt a	32111692b2baf2f436e92263f42cd14adc0e9ae5ZD.jpg
516637822	128831	https://www.ksta.de/region/rhein-erft/bilanz-in-rhein-erft-jecken-feiern-groesstenteils-friedlich---mann-attackiert-sanitaeter-32125222	https://www.ksta.de/image/29663046/2x1/300/150/38600508bb7b87e88ad2215e3ca263f8/Vm/zug-kerpen-brueggen--msp--11-.jpg	129473	2966304638600508bb7b87e88ad2215e3ca263f8Vm	Jecken feiern größtenteils friedlich – Mann attackiert Sanitäter	Die Bilanz der Polizei im Rhein-Erft-Kreis zur Weiberfastnacht ist positiv ausgefallen: Die Jecken haben „überwiegend friedlich“ gefeiert, heißt es in der Bilanzmeldung der Polizei.Demnach gab es 75 Einsätze mit direktem Karnevalsbezug. Die aufgenommenen	2966304638600508bb7b87e88ad2215e3ca263f8Vm.jpg
516638273	128832	https://www.ksta.de/koeln/innenstadt/ueberfall-in-koeln-deutz-zwei-raeuber-schlagen-18-jaehrigen-zusammen-32125234	https://www.ksta.de/image/31979088/2x1/300/150/bf55d936e01104865fbc5d3268533db2/fT/polizei-symbolbild-030219.jpg	129474	31979088bf55d936e01104865fbc5d3268533db2fT	Zwei Räuber schlagen 18-Jährigen zusammen	Die Polizei Köln fahndet nach zwei Räubern, die am frühen Donnerstagmorgen im Stadtteil Deutz einen jungen Mann (18) überfallen haben. Einer der Männer nahm den 18-Jährigen in den „Schwitzkasten”, der zweite schlug ihm mit der Faust in den Bauch. Das Duo	31979088bf55d936e01104865fbc5d3268533db2fT.jpg
516639077	128834	https://www.ksta.de/wirtschaft/konkurrenz-fuer-flixbus-neuer-fernbus-anbieter-startet-in-deutschland-32125412	https://www.ksta.de/image/32125742/2x1/300/150/5b9d47708943b61c73a56b4a71b5ac2d/Uq/fernbusmarkt.jpg	129476	321257425b9d47708943b61c73a56b4a71b5ac2dUq	Neuer Fernbus-Anbieter startet in Deutschland	Fernbuskunden in Deutschland erhalten mehr Auswahl. Das Unternehmen Blablabus will im Frühjahr die ersten deutschen Städte anfahren, wie eine Sprecherin am Freitag sagte. Zuvor hatte das „Handelsblatt“  darüber berichtet. Mit roten Bussen will der Ableger	321257425b9d47708943b61c73a56b4a71b5ac2dUq.jpg
516641326	128836	https://www.ksta.de/koeln/koelner-city-betrunkener-jeck-im--deadpool--kostuem-tritt-kleinen-hund-fast-tot-32125390	https://www.ksta.de/image/32125818/2x1/300/150/656ed1f28ddac55f3a675c9bbc290093/eB/deadpool.jpg	129478	32125818656ed1f28ddac55f3a675c9bbc290093eB	Betrunkener Jeck im „Deadpool“-Kostüm tritt kleinen Hund fast tot	Tierdrama mitten im Wieverfastelovend: Als eine ältere Dame mit ihrem Chihuahua um 16.30 Uhr auf der Mittelstraße Gassi ging, kam ihr ein offenbar völlig betrunkener Mann in die Quere. Der 28-Jährige steckte in einem Kostüm des Superhelden „Deadpool“, ein	32125818656ed1f28ddac55f3a675c9bbc290093eB.jpg
516645540	128838	https://www.ksta.de/region/leverkusen/stadt-leverkusen/karneval-in-schlebusch-vor-allem-junge-leute-fielen-mit-alkohol-und-aggressionen-auf-32126102	https://www.ksta.de/image/32109918/2x1/300/150/12fe0e8b354f8dc3c8925a88deaa09c/Lq/alkohol-wird-fuer-manche-jugendliche-jecken-ein-problem-.jpg	129480	3210991812fe0e8b354f8dc3c8925a88deaa09cLq	Vor allem junge Leute fielen mit Alkohol und Aggressionen auf	Insgesamt weniger Besucher auf dem Lindenplatz, aber deutlich mehr junge Betrunkene: Das ist die Bilanz der Leverkusener Feuerwehr zum Auftakt des Straßenkarnevals  in Schlebusch.35 Personen hat der Rettungsdienst an Weiberfastnacht 2019  in Schlebusch ve	3210991812fe0e8b354f8dc3c8925a88deaa09cLq.jpg
516645593	128839	https://www.ksta.de/panorama/mit-pkw-im-fluss-gelandet-polizei-rettet-mann-in-letzter-sekunde-aus-rhein-32126204	https://www.ksta.de/image/32126302/2x1/300/150/aa294e3ec1e35dcc07c7d7a2216dbb1f/jR/auto-im-rhein-2.jpg	129481	32126302aa294e3ec1e35dcc07c7d7a2216dbb1fjR	Polizei rettet Mann in letzter Sekunde aus Rhein	Buchstäblich in letzter Sekunde hat die Polizei am Freitagmorgen im rheinland-pfälzischen Remagen einen 25-Jährigen aus dem Rhein gerettet. Das Auto des Mannes drohte nach einem Unfall im Fluss zu versinken, wie die Polizei mitteilte.Gegen 02.10 Uhr in de	32126302aa294e3ec1e35dcc07c7d7a2216dbb1fjR.jpg
516645620	128968	https://www.ksta.de/region/oberberg-ks/bilanz-in-oberberg-polizei-war-hauptsaechlich-in-wipperfuerth-und-lindlar-im-einsatz-32125774	https://www.ksta.de/image/32121634/2x1/300/150/faa8ac590ee1f75fb21de99b63a662a6/yY/schornsteinfeger-engelskirchen.jpg	129610	32121634faa8ac590ee1f75fb21de99b63a662a6yY	Polizei war hauptsächlich in Wipperfürth und Lindlar im Einsatz	Die Bilanz für Weiberfastnacht fällt im Oberbergischen Kreis weitgehend positiv aus. Laut der Polizei war es in vielen Teilen vom Kreis sehr friedlich und problemlos. Insgesamt mussten 13 Personen die Nacht im Polizeigewahrsam verbringen.Wie in den vergan	32121634faa8ac590ee1f75fb21de99b63a662a6yY.jpg
516645855	128840	https://www.ksta.de/ratgeber/finanzen/geld/neuer--enkeltrick--betrueger-geben-sich-als-polizisten-aus---so-schuetzen-sie-sich-32125168	https://www.ksta.de/image/32126140/2x1/300/150/451adfc5d14148c597a390017351868b/IG/polizei-trick.jpg	129482	32126140451adfc5d14148c597a390017351868bIG	Betrüger geben sich als Polizisten aus – so schützen Sie sich	„Guten Tag, würden Sie uns bitte Ihr Geld geben?“ Diese Frage würde wohl niemand mit „Ja“ beantworten – vor allem nicht von Wildfremden, die plötzlich vor der Haustür auftauchen. Doch was, wenn diese Fremden Polizisten sind oder wenigstens so aussehen? Un	32126140451adfc5d14148c597a390017351868bIG.jpg
516647252	128868	https://www.ksta.de/koeln/karneval-in-koeln-diese-promis-fahren-2019-im-rosenmontagszug-mit-32125984	https://www.ksta.de/image/29680962/2x1/300/150/172a51d6067d0f7e1be525291f63b6cb/kL/-uwe8489.jpg	129510	29680962172a51d6067d0f7e1be525291f63b6cbkL	Diese Promis fahren 2019 im Rosenmontagszug mit	D'r Zoch kütt am Rosenmontag – und mit ihm eine große Schar an Prominenten aus Köln, dem Rheinland und Deutschland. Nachdem an Weiberfastnacht bereits die Jecken die Straße erobert haben, ist der bekannteste Zug des Kölner Karnevals traditionell ein Treff	29680962172a51d6067d0f7e1be525291f63b6cbkL.jpg
516648004	128847	https://www.ksta.de/kultur/axel-scheffler-erwaegt-britische-staatsbuergerschaft-32124004	https://www.ksta.de/image/32126408/2x1/300/150/d7d05b2017f46d91dac3632ad1b3dfeb/Sa/urn-newsml-dpa-com-20090101-190301-99-195661-large-4-3.jpg	129489	32126408d7d05b2017f46d91dac3632ad1b3dfebSa	Axel Scheffler erwägt britische Staatsbürgerschaft	Der in London lebende Kinderbuch-Illustrator Axel Scheffler („Der Grüffelo”) erwägt die Beantragung der britischen Staatsbürgerschaft - wegen des Brexits.„Um mir Unabhängigkeit zu bewahren”, sagte der 61-Jährige der Deutschen Presse-Agentur am Freitag in	32126408d7d05b2017f46d91dac3632ad1b3dfebSa.jpg
516648917	128848	https://www.ksta.de/region/rhein-sieg-bonn/weiberfastnachts-bilanz-weniger-einsaetze-in-rhein-sieg---maedchen-unsittlich-beruehrt--32126360	https://www.ksta.de/image/32126498/2x1/300/150/67571bce8bf44ff660deecf29952ccfd/vT/siegburg-weiberfastnacht-010319.jpg	129490	3212649867571bce8bf44ff660deecf29952ccfdvT	Weniger Einsätze in Rhein-Sieg – Mädchen unsittlich berührt?	Die vorläufige Bilanz der Polizei zum Auftakt des Straßenkarnevals an Weiberfastnacht ist laut Pressemitteilung „durchweg positiv“. Bis zum Ende der Feierlichkeiten auf den Straßen und Plätzen gegen 20 Uhr mussten Beamte76 Einsätze (2018 waren es noch 105	3212649867571bce8bf44ff660deecf29952ccfdvT.jpg
516649017	128849	https://www.ksta.de/sport/fussball/pragmatisch-zur--silberware---titel-tuev-fuer-die-bayern-32126138	https://www.ksta.de/image/32126136/2x1/300/150/453f37c010e518eadcdd62d809fa9fdb/Hu/urn-newsml-dpa-com-20090101-190301-99-195033-large-4-3.jpg	129491	32126136453f37c010e518eadcdd62d809fa9fdbHu	Pragmatisch zur „Silberware”: Titel-TÜV für die Bayern	Diesen Abend haben sie in München nicht vergessen, allen voran Niko Kovac nicht. Das 0:3 gegen Borussia Mönchengladbach war die höchste Niederlage in der Amtszeit des Kroaten als Trainer des FC Bayern.Die Heimklatsche markierte Anfang Oktober einen Tiefpu	32126136453f37c010e518eadcdd62d809fa9fdbHu.jpg
516649422	128851	https://www.ksta.de/wirtschaft/autohersteller-mauern-bei-zahlen-zu-dieselrabatten-32126510	https://www.ksta.de/image/32126508/2x1/300/150/9801d9596980dc343a8af7ddde183e73/gM/urn-newsml-dpa-com-20090101-190301-99-195815-large-4-3.jpg	129493	321265089801d9596980dc343a8af7ddde183e73gM	Autohersteller mauern bei Zahlen zu Dieselrabatten	So groß die Autohersteller ihre Rabattprogramme für alte Diesel im Herbst ankündigten, so schmallippig werden sie bei der Frage nach Zahlen über die Nachfrage.„Es ist jedoch zu früh, um verlässliche Aussagen zu treffen”, heißt es bei BMW. „Zahlen möchten	321265089801d9596980dc343a8af7ddde183e73gM.jpg
516649724	128852	https://www.ksta.de/koeln/festmahl-mit-dem-dreigestirn-hoher-jecken-besuch-im-dumont-haus-in-niehl-32126356	https://www.ksta.de/image/32126414/2x1/300/150/e69d00ee1b8f6a6ea6b3591f8563f1a6/ko/prinzenessen-in-der-druckerei.jpg	129494	32126414e69d00ee1b8f6a6ea6b3591f8563f1a6ko	Hoher Jecken-Besuch im DuMont-Haus in Niehl	Prinz, Bauer, Jungfrau und ganz viel kölsche Prominenz – alle war am Freitagvormittag bei DuMont zu Gast. In der Druckerei im Neven DuMont Haus hat in diesem Jahr das traditionelle Prinzenessen stattgefunden. „Wir haben für diesen Anlass einen Ort gesucht	32126414e69d00ee1b8f6a6ea6b3591f8563f1a6ko.jpg
516650839	128856	https://www.ksta.de/region/karneval-im-koelner-umland-2019-polizei-zieht-fuer-weiberfastnacht-bilanz-32126658	https://www.ksta.de/image/32126770/2x1/300/150/d351c7d207f3650bba29559971aff08b/OH/polizei-siegburg-280219.jpg	129498	32126770d351c7d207f3650bba29559971aff08bOH	Polizei zieht für Weiberfastnacht Bilanz	Viele Jecken haben am Weiberfastnacht friedlich den Start in den Straßenkarneval gefeiert. Doch nicht immer und überall war es so ruhig. Hier gibt es die einzelnen Polizeibilanzen. (red)	32126770d351c7d207f3650bba29559971aff08bOH.jpg
