article	aid	url	img	iid	hashvalue	title	text	imgFile
513017046	123543	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/mit-stichschutzwesten-bergisch-gladbacher-ordnungsamt-kuenftig-bis-22-uhr-unterwegs-31967608	https://www.ksta.de/image/31967640/2x1/300/150/dc7308ccf1adc6c2b800dacd65750c90/Ik/ordnungsamt-bgl-1.jpg	124181	31967640dc7308ccf1adc6c2b800dacd65750c90Ik	Bergisch Gladbacher Ordnungsamt künftig bis 22 Uhr unterwegs	"Ab nächsten Dienstag sind die dunkelblau bedressten „Stadtsheriffs“ bis 22 Uhr abends in der City unterwegs; also auch zu Zeiten, wenn sich die Fußgängerzone nach Geschäftsschluss 19 beziehungsweise 20 Uhr zügig leert.„Bei Bedarf sind die Einsätze auch no"	31967640dc7308ccf1adc6c2b800dacd65750c90Ik.jpg
513017146	123544	https://www.ksta.de/region/rhein-sieg-bonn/sozialgaben-unterschlagen-unternehmer-aus-niederkassel-muss-lange-ins-gefaengnis-31968710	https://www.ksta.de/image/31968790/2x1/300/150/d61cb9552190869eb127912b36ad9545/qz/das-gericht-verurteilte-den-mann-zu-vier-jahren-haft--1-.jpg	124182	31968790d61cb9552190869eb127912b36ad9545qz	Unternehmer aus Niederkassel muss lange ins Gefängnis	Fast sieben Monate und 27 Verhandlungstage hat der Prozess gegen einen 56-jährigen Bauunternehmer aus Niederkassel gedauert. Gestern hat die 9. Große Strafkammer des Bonner Landgerichts das Urteil gegen den Geschäftsmann gesprochen. Wegen Vorenthaltens un	31968790d61cb9552190869eb127912b36ad9545qz.jpg
513017148	123545	https://www.ksta.de/region/leverkusen/stadt-leverkusen/arbeitsmarkttief-im-winter-542-leverkusener-meldeten-sich-im-januar-arbeitslos-31967652	https://www.ksta.de/image/31967720/2x1/300/150/f954375f306d8c120753e7d41756d890/Gg/arbeitsmarkt-60166409.jpg	124183	31967720f954375f306d8c120753e7d41756d890Gg	542 Leverkusener meldeten sich im Januar arbeitslos	Auf dem Arbeitsmarkt macht sich der Winter bemerkbar – aber nicht so stark wie sonst. Die Arbeitsagentur meldete am Donnerstag zwar einen Anstieg der Zahlen in Leverkusen. Aber mit einem Plus von 179 auf 6327 Personen liegt die Arbeitslosenzahl immer noch	31967720f954375f306d8c120753e7d41756d890Gg.jpg
513017595	123546	https://www.ksta.de/politik/fdp-vize-kubicki--wir-sollten-cooler-mit-der-afd-umgehen-und-sie-entzaubern--31968742	https://www.ksta.de/image/31968792/2x1/300/150/d095b093c166174a15db770405cee573/Tu/kubicki-groenert.jpg	124184	31968792d095b093c166174a15db770405cee573Tu	„Wir sollten cooler mit der AfD umgehen und sie entzaubern“	Herr Kubicki, was passiert, wenn bei der Europawahl die Europagegner die Mehrheit erringen?Ich befürchte das nicht. Die Liberalen haben bei der Europawahl die große Chance, zweitstärkste Kraft im EU-Parlament zu werden. Auch die FDP wird ihren Stimmenante	31968792d095b093c166174a15db770405cee573Tu.jpg
513017812	123547	https://www.ksta.de/panorama/experten-sind-besorgt-forscher-entdecken-riesigen-hohlraum-unter-antarktis-gletscher-31970076	https://www.ksta.de/image/31970078/2x1/300/150/73565cad1e5d9be2871e433d428993c5/yH/gletscher-antarktis.jpg	124185	3197007873565cad1e5d9be2871e433d428993c5yH	Forscher entdecken riesigen Hohlraum unter Antarktis-Gletscher	In Rekordgeschwindigkeit wächst unter einem Gletscher in der Antarktis ein riesiger Hohlraum. Er sei zehn Kilometer lang und vier Kilometer breit und damit so groß wie zwei Drittel der Fläche von Manhattan, schreiben Forscher des Jet Propulsion Laboratory	3197007873565cad1e5d9be2871e433d428993c5yH.jpg
513018490	123548	https://www.ksta.de/nrw/schulministerin-stellt-auswahl-der--talentschulen--vor-31969766	https://www.ksta.de/image/31969764/2x1/300/150/2811459d78628d939dff6c092e974763/gH/urn-newsml-dpa-com-20090101-190131-99-804433-large-4-3.jpg	124186	319697642811459d78628d939dff6c092e974763gH	Schulministerin stellt Auswahl der „Talentschulen” vor	An 60 sogenannten Talentschulen in Nordrhein-Westfalen sollen Kinder künftig besonders gefördert werden - vor allem an sozialen Brennpunkten. Heute verrät Schulministerin Yvonne Gebauer (FDP) die ersten Standorte. Eine Fachjury hat aus fast 150 Bewerbunge	319697642811459d78628d939dff6c092e974763gH.jpg
513019880	123552	https://www.ksta.de/region/oberberg-ks/bilanz-in-oberberg--9--in-marienheide-gibt-es-einen-neuanfang-nach-dem-protest-31968642	https://www.ksta.de/image/31968638/2x1/300/150/d8c3cf5e610f9ace4d19686232cc70c/VI/71-143345748--null--31-01-2019-17-59-16-087-.jpg	124190	31968638d8c3cf5e610f9ace4d19686232cc70cVI	In Marienheide gibt es einen Neuanfang nach dem Protest	Der Jahresbeginn gibt Gelegenheit, Bilanz zu ziehen in Städten und Gemeinden, aber auch vorauszuschauen auf das Wichtige, das  ansteht.  In  Folge neun geht es um Marienheide.Das Jahr endete mit einem Höhepunkt für die Gemeinde Marienheide: Nach jahrelang	31968638d8c3cf5e610f9ace4d19686232cc70cVI.jpg
513019892	123553	https://www.ksta.de/politik/grundsteuer-durchbruch--spitzentreffen-bei-scholz-31970156	https://www.ksta.de/image/31970154/2x1/300/150/2a08c50d607f3b1bb3b3daba8473a353/RS/urn-newsml-dpa-com-20090101-190201-99-808025-large-4-3.jpg	124191	319701542a08c50d607f3b1bb3b3daba8473a353RS	Grundsteuer-Durchbruch? Spitzentreffen bei Scholz	Es ist eine der kompliziertesten Steuern Deutschlands - auch deshalb scheuten viele Finanzminister vor einer Reform zurück. Bis dann das Bundesverfassungsgericht auf den Plan trat und völlig veraltete Bemessungsgrundlagen kritisierte.Der Wert der Grundstü	319701542a08c50d607f3b1bb3b3daba8473a353RS.jpg
513020156	123554	https://www.ksta.de/politik/rnd/wut-in-spd-neue-abteilungsleiter-in-bundestagsverwaltung-sind-wieder-nur-westdeutsche-31970142	https://www.ksta.de/image/26207380/2x1/300/150/a8e8c7a620ff8c178cd9d18d6c0d546c/hi/wolfgang-schaeuble.jpg	124192	26207380a8e8c7a620ff8c178cd9d18d6c0d546chi	Neue Abteilungsleiter in Bundestagsverwaltung sind wieder nur Westdeutsche	Es ist erst ein dreiviertel Jahr her, dass der Mangel an Ostdeutschen auf führenden Positionen der Bundestagsverwaltung ruchbar wurde. Im Mai 2018 nämlich teilte ein Sprecher derselben mit, es gebe „derzeit keine ostdeutsche Abteilungsleiterin und keinen	26207380a8e8c7a620ff8c178cd9d18d6c0d546chi.jpg
513020748	123556	https://www.ksta.de/politik/venezuelas-gegenpraesident-guaid%C3%B3-will-nicht-mehr-verhandeln-31970172	https://www.ksta.de/image/31970170/2x1/300/150/9614b4d119388fd47e2c471f44293a93/nZ/urn-newsml-dpa-com-20090101-190201-99-808068-large-4-3.jpg	124194	319701709614b4d119388fd47e2c471f44293a93nZ	Venezuelas Gegenpräsident Guaidó will nicht mehr verhandeln	In dem andauernden Machtkampf zwischen der Regierung des sozialistischen Staatschefs Nicolás Maduro und seinem Herausforderer Juan Guaidó in Venezuela hat der Oppositionsführer neuen Vermittlungsversuchen eine Absage erteilt.„Die Krise in Venezuela ist mi	319701709614b4d119388fd47e2c471f44293a93nZ.jpg
513021075	123557	https://www.ksta.de/politik/drogenfund-im-millionenwert-unter-gurken-gefunden-31970166	https://www.ksta.de/image/31970160/2x1/300/150/2fb8c7c516a9a5be3bc6ab14fe0b5d9c/OU/urn-newsml-dpa-com-20090101-190201-99-808039-large-4-3.jpg	124195	319701602fb8c7c516a9a5be3bc6ab14fe0b5d9cOU	Drogenfund im Millionenwert unter Gurken gefunden	Synthetische Drogen in Millionenwert haben Zollbeamte an der Grenze von Mexiko zum US-Staat Arizona aus dem Verkehr gezogen.In einem mit Gurken beladenen Sattelschlepper entdeckten die Beamten in Nogales nach US-Medienberichten vom Donnerstag etwa 127 Kil	319701602fb8c7c516a9a5be3bc6ab14fe0b5d9cOU.jpg
513021110	123558	https://www.ksta.de/nrw/islamistische-syrien-rueckkehrer-verurteilt-31968588	https://www.ksta.de/image/31968586/2x1/300/150/6615087dcedfcd449ea9dab27d0c3892/nn/urn-newsml-dpa-com-20090101-190131-99-802946-large-4-3.jpg	124196	319685866615087dcedfcd449ea9dab27d0c3892nn	Islamistische Syrien-Rückkehrer verurteilt	Ein 27-jähriger Deutsch-Marokkaner aus Bad Münstereifel ist als IS-Terrorist zu fünf Jahren und drei Monaten Gefängnis verurteilt worden. Das Urteil sei bereits rechtskräftig, sagte ein Sprecher des Düsseldorfer Oberlandesgerichts am Donnerstag. Der 36-Jä	319685866615087dcedfcd449ea9dab27d0c3892nn.jpg
513021689	123559	https://www.ksta.de/region/rhein-sieg-bonn/lohmar/birker-wahrzeichen-abgebaut-das-friedenskreuz-ist-marode---kommt-ein-neubau--31967502	https://www.ksta.de/image/31967536/2x1/300/150/eeed39bc9ce2de1001ae697888bcc549/xh/das-friedenskreuz-in-birk-ist-marode.jpg	124197	31967536eeed39bc9ce2de1001ae697888bcc549xh	Das Friedenskreuz ist marode – kommt ein Neubau?	Das ist schon ein Einschnitt ins Ortsbild und in den Alltag. Vor allem für Alteingesessene, die von Kindesbeinen an in Birk an dieser Ecke vorbeikommen. Aber auch die vielen Zugezogenen haben sich an den Anblick gewöhnt. Nun müssen sich manche erschrocken	31967536eeed39bc9ce2de1001ae697888bcc549xh.jpg
513021751	123560	https://www.ksta.de/ratgeber/finanzen/karriere/doch-kein--the-big-lebowski-2--dude-und--sex-and-the-city--star-machen-bierwerbung-31970262	https://www.ksta.de/image/31970284/2x1/300/150/42f4a3fbb735a30399da32c82a9ed4d7/LP/lebowski-1.jpg	124198	3197028442f4a3fbb735a30399da32c82a9ed4d7LP	Dude und „Sex and the City“-Star machen Bierwerbung	Doch kein „The Big Lebowski 2“, sondern nur ein Werbespot: vorige Woche hatte Oscar-Preisträger Jeff Bridges (69) Spekulationen über eine mögliche Fortsetzung des Kultfilms angeheizt.In einem kurzen Teaser zeigte sich der Schauspieler in seiner ikonischen	3197028442f4a3fbb735a30399da32c82a9ed4d7LP.jpg
513021808	123561	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/ein-jahr-lang-begleitet-so-bereitet-sich-das-bergisch-gladbacher-dreigestirn-vor-31967234	https://www.ksta.de/image/31967210/2x1/300/150/337ad17e50e6a8f63e947f54721a68a6/Rn/07-dreigestirn-fotoshooting-5481.jpg	124199	31967210337ad17e50e6a8f63e947f54721a68a6Rn	So bereitet sich das Bergisch Gladbacher Dreigestirn vor	"Bei T-Shirt-Wetter im dicken Ornat zum Fototermin auf ein Hausdach steigen; Liedtexte üben, wenn andere in Sommerurlaub fahren, und eine Benefizverlosung juristisch wasserdicht planen, wenn die Freunde feiern gehen. Bevor ein Dreigestirn – wie Mittwochabe"	31967210337ad17e50e6a8f63e947f54721a68a6Rn.jpg
513021911	123564	https://www.ksta.de/region/euskirchen-eifel/euskirchen/kita-oder-wohngebaeude--euskirchen-will-frueheren-schulkomplex-am-keltenring-verkaufen-31967994	https://www.ksta.de/image/31967992/2x1/300/150/2bfc32e7035661bf30ce38d8ec7279c1/Ov/schule-am-keltenring-310119.jpg	124202	319679922bfc32e7035661bf30ce38d8ec7279c1Ov	Euskirchen will früheren Schulkomplex am Keltenring verkaufen	Die Stadt Euskirchen will sich von dem früheren Schulkomplex am Keltenring trennen, in dem seit gut drei Jahren Flüchtlinge leben. Bürgermeister Dr. Uwe Friedl (CDU) sagte in der jüngsten Sitzung des Haupt- und Finanzausschusses, dass die Verwaltung das A	319679922bfc32e7035661bf30ce38d8ec7279c1Ov.jpg
513021945	123565	https://www.ksta.de/region/rhein-erft/pulheim/arbeiten-bis-dezember-umbau-der-pulheimer-rathauskreuzung-geht-anfang-februar-los-31968094	https://www.ksta.de/image/31968092/2x1/300/150/f2ac356d35e22ab1d319dc031a11f578/is/pulheimer-rathauskreuzung-210119.jpg	124203	31968092f2ac356d35e22ab1d319dc031a11f578is	Umbau der Pulheimer Rathauskreuzung geht Anfang Februar los	Bevor die Bagger anrücken, haben die Motorsägen ihren Auftritt. Der aufwendige Umbau der Rathauskreuzung in Pulheim soll in der nächsten Woche damit beginnen, dass ein Grünstreifen gerodet wird. Marco Haß vom Ingenieurbüro Isaplan stellte im Ausschuss für	31968092f2ac356d35e22ab1d319dc031a11f578is.jpg
513022328	123566	https://www.ksta.de/region/dieselstreit-in-nrw-landesregierung-sieht-fahrverbote-in-weiter-ferne-31968912	https://www.ksta.de/image/31969040/2x1/300/150/f7fc9a51cc7afc9d3a4185c5d8315049/DV/109743685.jpg	124204	31969040f7fc9a51cc7afc9d3a4185c5d8315049DV	Landesregierung sieht Fahrverbote in weiter Ferne	Die Landesregierung sieht gute Chancen, Dieselfahrverbote in NRW zu verhindern. „Ich gehe davon aus, dass wir alle Gerichtsverfahren, die 2019 anstehen, für uns entscheiden werden“, sagte NRW-Umweltministerin Ursula Heinen-Esser (CDU) am Donnerstag. Für s	31969040f7fc9a51cc7afc9d3a4185c5d8315049DV.jpg
513022842	123569	https://www.ksta.de/politik/rnd/peinliche-pannenserie-bundeswehr-will-offenbar-neue-regierungsflugzeuge-bestellen-31970312	https://www.ksta.de/image/31970326/2x1/300/150/33b0d777081ff4e37d580c06d9b69031/RV/regierungsflieger.jpg	124207	3197032633b0d777081ff4e37d580c06d9b69031RV	Bundeswehr will offenbar neue Regierungsflugzeuge bestellen	Verteidigungsministerin Ursula von der Leyen plant einem Medienbericht zufolge den Kauf neuer Regierungsmaschinen. Nach einem erneuten Zwischenfall mit dem 20 Jahre alten Fliegers „Theodor Heuss“ will die CDU-Politikerin offenbar bereits Ende des Jahres e	3197032633b0d777081ff4e37d580c06d9b69031RV.jpg
513023453	123570	https://www.ksta.de/koeln/schulstreik-koelner-schueler-demonstrieren-auf-dem-alter-markt-fuer-das-klima-31968704	https://www.ksta.de/image/31968698/2x1/300/150/d127068d96cca7621bcc7623b2c29637/lR/71-143401936--null--31-01-2019-18-11-58-617-.jpg	124208	31968698d127068d96cca7621bcc7623b2c29637lR	Kölner Schüler demonstrieren auf dem Alter Markt für das Klima	Der Freitag ist für zahlreiche Schüler in Deutschland derzeit ein Tag ohne Unterricht. Auch in Köln (am Freitagmorgen ab 9 Uhr auf dem Alter Markt). Die Jugendlichen gehen regelmäßig auf die Straße statt in den Klassenraum. Sie demonstrieren, und sie ford	31968698d127068d96cca7621bcc7623b2c29637lR.jpg
513023532	123571	https://www.ksta.de/wirtschaft/deutscher-bank-gelingt-erster-jahresgewinn-seit-2014-31970344	https://www.ksta.de/image/31970342/2x1/300/150/9fd11210fc052f8604c5bed78656cbea/Lr/urn-newsml-dpa-com-20090101-190201-99-808593-large-4-3.jpg	124209	319703429fd11210fc052f8604c5bed78656cbeaLr	Deutscher Bank gelingt erster Jahresgewinn seit 2014	Die Deutsche Bank hat 2018 nach drei Verlustjahren in Folge wie erhofft wieder schwarze Zahlen geschrieben. Der Konzerngewinn lag bei 341 Millionen Euro nach einem Verlust von 735 Millionen ein Jahr zuvor, wie der Dax-Konzern mitteilte.Im vierten Quartal	319703429fd11210fc052f8604c5bed78656cbeaLr.jpg
513024655	123572	https://www.ksta.de/nrw/aachener-domkapitel-zeigt-alltagskleid-fuer-marienskulptur-31970056	https://www.ksta.de/image/31970054/2x1/300/150/6258a74343a72f86efce0adec65fab4c/RN/urn-newsml-dpa-com-20090101-190201-99-807600-large-4-3.jpg	124210	319700546258a74343a72f86efce0adec65fab4cRN	Aachener Domkapitel zeigt Alltagskleid für Marienskulptur	Das Domkapitel Aachen stellt am Freitag (13.00 Uhr) Kleider-Entwürfe für eine bekannte Marien-Statue im Aachener Dom vor. Kunstschaffende waren aufgerufen, ein modernes Alltags-Kleid für das Gnadenbild zu entwerfen. Es sollte sich deutlich unterscheiden v	319700546258a74343a72f86efce0adec65fab4cRN.jpg
513024907	123574	https://www.ksta.de/koeln/15-jaehriges-bestehen-tokio-hotel-feiern-jubilaeum-mit-einem-konzert-in-koeln-31961464	https://www.ksta.de/image/31961504/2x1/300/150/3d6f4d7d06ff027dd5b51d37ca70ef8b/SE/tokio-hotel.jpg	124212	319615043d6f4d7d06ff027dd5b51d37ca70ef8bSE	Tokio Hotel feiern Jubiläum mit einem Konzert in Köln	An Musik denken viele derzeit wohl nicht, wenn sie den Namen Tom Kaulitz hören. Vielmehr an Topmodel Heidi Klum, die bevorstehende Hochzeit, ihr Liebesglück. Doch das soll sich bald wieder ändern – Tokio Hotel meldet sich zurück. Am 1. Februar veröffentli	319615043d6f4d7d06ff027dd5b51d37ca70ef8bSE.jpg
513024990	123575	https://www.ksta.de/region/leverkusen/leichlingen/neuer-archivar-im-rathaus-mit-qr-codes-auf-spaziergang-durch-die-stadtgeschichte-31967848	https://www.ksta.de/image/31967842/2x1/300/150/3e2395c8f358dd5a103ccaf051e9ef0/mV/archivar-sievert.jpg	124213	319678423e2395c8f358dd5a103ccaf051e9ef0mV	Mit QR-Codes auf Spaziergang durch die Stadtgeschichte	Wenn Marc Sievert auch nur die Hälfte der Vorhaben schafft, die er im Kopf hat, dann können sich Heimatfreunde und Hobbyhistoriker auf einiges gefasst machen. Sievert ist der neue Leichlinger Stadtarchivar. Er ist erst seit November im Rathaus. Aber er ha	319678423e2395c8f358dd5a103ccaf051e9ef0mV.jpg
513025435	123576	https://www.ksta.de/panorama/andere-saenger-sagten-offenbar-ab-levine-verteidigt-umstrittenen-super-bowl-auftritt-31970368	https://www.ksta.de/image/31970384/2x1/300/150/b276e1872b9eeedddaad3ff352bd316f/dx/adam-levine.jpg	124214	31970384b276e1872b9eeedddaad3ff352bd316fdx	Levine verteidigt umstrittenen Super-Bowl-Auftritt	Popsänger Adam Levine hat den umstrittenden Halbzeitauftritt seiner Band Maroon 5 beim Super Bowl am Sonntag verteidigt. „Niemand hat sich mehr Gedanken darüber gemacht als ich“, sagte der 39-Jährige am Donnerstag (Ortszeit) in der US-Sendung „Entertainme	31970384b276e1872b9eeedddaad3ff352bd316fdx.jpg
513026526	123577	https://www.ksta.de/region/leverkusen/unfall-in-leverkusen-schueler-zwischen-auto-und-strassenlaterne-eingeklemmt-31970424	https://www.ksta.de/image/31970504/2x1/300/150/c5c59c4533f9c308d2d6bb4254bd33e8/AU/burscheid-leverkusen-unfall-nef-alf-1163.jpg	124215	31970504c5c59c4533f9c308d2d6bb4254bd33e8AU	Schüler zwischen Auto und Straßenlaterne eingeklemmt	Bei einem Unfall in Leverkusen ist am Freitagmorgen ein Schüler zwischen einem Smart und einer Straßenlaterne eingeklemmt worden. Der 19-Jährige steckte für eine halbe Stunde fest, er wurde dabei am Bein verletzt und musste von der Feuerwehr befreit werde	31970504c5c59c4533f9c308d2d6bb4254bd33e8AU.jpg
513026966	123578	https://www.ksta.de/koeln/koelner-karneval-frauen-spielen-in-elferraeten-weiterhin-nur-nebenrollen-31969084	https://www.ksta.de/image/31969082/2x1/300/150/b12df960f731da508ea64379cab10f7/ht/71-143394671--null--31-01-2019-19-31-33-445-.jpg	124216	31969082b12df960f731da508ea64379cab10f7ht	Frauen spielen in Elferräten weiterhin nur Nebenrollen	Es war die Woche der Mädchensitzungen. Fantasievoll kostümiert, als Einzeldarstellerinnen oder als gleichgekleidete Grüppchen stürmten die jecken Wiever die großen Sitzungssäle. Nur Frauen im Saal, doch auch wenn ein paar Frauen in den Elferräten mitmisch	31969082b12df960f731da508ea64379cab10f7ht.jpg
513028484	123581	https://www.ksta.de/kultur/kontroverse-um-maroon-5-beim-super-bowl-31970568	https://www.ksta.de/image/31970566/2x1/300/150/7a3970914ecc7bfbc2f7192fa183db12/ea/urn-newsml-dpa-com-20090101-190201-99-809189-large-4-3.jpg	124219	319705667a3970914ecc7bfbc2f7192fa183db12ea	Kontroverse um Maroon 5 beim Super Bowl	Der Auftritt hat noch nicht begonnen, aber schon laufen heiße Debatten. „Maroon 5: Sagt die Halbzeitshow beim Super Bowl ab”, fordert eine Online-Petition die Popband auf.Mit ihrer Show beim Endspiel in der Football-Liga NFL stehen die fünf Musiker am Son	319705667a3970914ecc7bfbc2f7192fa183db12ea.jpg
