articleID	aid	url			hashvalue	title	text
1012355248		https://www.ksta.de/panorama/nach-instagram-story-cannabis-gefunden---polizei-ermittelt-gegen-rapperin-juju-32345616				Cannabis gefunden – Polizei ermittelt gegen Rapperin Juju	Verhängnisvolles Posting: Wegen eines Cannabisfundes am Frankfurter Flughafen ermittelt die Polizei gegen die Berliner Rapperin Juju („Melodien“). Hintergrund sei eine Veröffentlichung in einem sozialen Netzwerk gewesen, sagte ein Sprecher der Bundespoliz
1012425251		https://www.ksta.de/wirtschaft/flutung-steht-kurz-bevor-aus-braunkohletagebau-wird-ein-gigantischer-see-32358512				Aus Braunkohletagebau wird ein gigantischer See	Im ehemaligen Tagebau Cottbus-Nord heißt es am Freitag „Wasser marsch!“. Künftig soll dort nach Angaben des Betreibers Brandenburgs größtes Gewässer, der Ostsee, entstehen. Durch eine 1,60 Meter dicke und 145 Meter lange Rohrleitung soll Wasser aus der Sp
1012525241		https://www.ksta.de/region/rhein-erft/kundengespraech-im-bus-neue-route-fuer-mobile-kreissparkassen-filiale-32311416				Neue Route für mobile Kreissparkassen-Filiale	In 19 Filialen der Kreissparkasse (KSK) Köln im Rhein-Erft-Kreis gehen Ende dieser Woche die Lichter aus. Am Freitag, 5. April, 12.30 Uhr, werden neunzehn Geschäftsstellen geschlossen. Darauf weisen mittlerweile auch Aushänge in den Filialen hin.Bereits M
1012535252		https://www.ksta.de/region/rhein-sieg-bonn/hennef/ueberfall-auf-supermarkt-in-hennef-taeter-mit-sektflasche-in-die-flucht-geschlagen-32363110				Täter mit Sektflasche in die Flucht geschlagen	Ein unbekannter Mann hat laut Polizei am Mittwochabend versucht, einen Supermarkt in Hennef zu überfallen. Er bekam jedoch kein Geld, sondern eine Piccolo-Flasche an den Kopf geworfen. Nun sucht die Polizei nach Zeugen.Wie die Beamten mitteilten, hatte de
1012695292		https://www.ksta.de/kultur/nachruf-hannelore-elsner---lebensfreude-in-der-piefigen-deutschen-szene-32416828				Hannelore Elsner – Lebensfreude in der piefigen deutschen Szene	Es kommt nicht häufig vor, dass deutschen Schauspielerinnen in den USA Aufmerksamkeit geschenkt wird, geschweige denn in Los Angeles, der Heimat der Film- und Traumindustrie. Hannelore Elsner aber hat man in der Stadt der Engel vor zehn Jahren sogar eine
1013775249		https://www.ksta.de/freizeit/-die-liebe-siegt-sowieso--tour-wir-verlosen-3x2-tickets-fuer-maite-kelly-32349544				Wir verlosen 3x2 Tickets für Maite Kelly	Aus dem Schatten der Kelly Family hat sich Maite Kelly längst herausgesungen. Als Schlagersängerin feiert sie mit deutschen Texten seit Jahren große Erfolge. Ihr Album „Sieben Leben für dich“ konnte den Dreifach-Gold-Status erlangen und auch ihr neues Alb
1014695258		https://www.ksta.de/wirtschaft/unter-dem-namen--naturkind--edeka-eroeffnet-bio-supermaerkte-32388422				Edeka eröffnet Bio-Supermärkte	Deutschlands größter Lebensmittelhändler Edeka will im Einzelhandel künftig auch als Betreiber von Bio-Supermärkten mitmischen und nimmt den Wettbewerb mit Alnatura und Co. auf. Unter dem Namen „Naturkind“ soll im Spätsommer in Hamburg ein erster, von ein
1014835252		https://www.ksta.de/region/missbrauchsskandal-luegde-neue-ermittlungen-gegen-zwei-polizisten-32363218				Neue Ermittlungen gegen zwei Polizisten	Nach dem Missbrauchsskandal von Lügde geht die Polizei in Nordrhein-Westfalen in einem weiteren Fall sexuellen Kindesmissbrauchs einem möglichen Behördenversagen nach. Das Polizeipräsidium Bielefeld prüft einen Verdacht auf Strafvereitelung im Amt gegen z
1015145253		https://www.ksta.de/sport/koelner-rennverein/wetten-und-profis-treffen-kommen-sie-zum-fc-renntag-an-ostermontag-in-weidenpesch-32351112				Kommen Sie zum FC-Renntag an Ostermontag in Weidenpesch	Der Ostermontag steht auch in diesem Jahr wieder ganz im Zeichen des 1. FC Köln und seiner Stiftung. Bereits zum achten Mal hat der FC-RENNTAG seinen Platz im Veranstaltungskalender der Kölner Galopprennbahn. Seit der gelungenen Premiere im Jahr 2012 komm
1015205292		https://www.ksta.de/wirtschaft/geschaeft-mit-tests-online-handel-profitiert-von-unserioesen-vergleichsportalen-32416848				Online-Handel profitiert von unseriösen Vergleichsportalen	Wer eine neue Teekanne benötigt, einen neuen Staubsauger oder ein neues Küchengerät, der sucht sich vor der Auswahl häufig Rat im Internet. Die Verbraucherzentrale Nordrhein-Westfalen warnt nun jedoch vor einer steigenden Anzahl an Vergleichsseiten, bei d
1015985248		https://www.ksta.de/region/leverkusen/stadt-leverkusen/geruchsbelaestigung-in-leverkusen-niemand-will-s-gewesen-sein-32345376				Niemand will's gewesen sein	Woher stammen die Gerüche, die am Sonntag aus der Baustelle im Kreuz Leverkusen-West gekommen sein sollen? Dort wird bekanntlich unter strengen Sicherheitsvorkehrungen unter einem Zelt (Einhausung) in der Altlast geschachtet und gebohrt, weil eine neue Au
1016095243		https://www.ksta.de/koeln/kommentar-zu-neuen-e-auto-ladesaeulen-das-konzept-der-stadt-koeln-kann-nicht-ueberzeugen-32319836				Das Konzept der Stadt Köln kann nicht überzeugen	Das Standort- und Betriebskonzept der Stadtwerke zum Aufbau eines Ladesäulen-Systems kann nicht überzeugen. Wer vor der Entscheidung steht, ob er sich ein Elektroauto kauft, will sich sicher sein, dass er es auch aufladen kann. Existieren nur wenige Stell
1016755288		https://www.ksta.de/region/polizei-am--car-freitag---bussgeld-preist-so-mancher-raser-in-sein-fahrverhalten-sein--32401326				„Bußgeld preist so mancher Raser in sein Fahrverhalten sein“	Die Bußgelder für Raser sind aus Sicht der Gewerkschaft der Polizei (GdP) in Nordrhein-Westfalen in Deutschland noch viel zu gering. „Was Bußgelder betrifft, sind wir der Discounter Europas“, sagte der GdP-Landesvorsitzende Michael Mertens der Deutschen P
1016965245		https://www.ksta.de/politik/rechtsextreme-e-mails-bombendrohungen-und-hassparolen---polizei-ermittelt-verdaechtigen-32332904				Bombendrohungen und Hassparolen – Polizei ermittelt Verdächtigen	Nach einer deutschlandweiten Serie von Mails mit Bombendrohungen und rechtsextremistischen Inhalten hat die Polizei einen Verdächtigen aus Schleswig-Holstein ermittelt. Der Mann stehe unter dem Verdacht, Verfasser zahlreicher Mails unter anderem mit Drohu
1017085250		https://www.ksta.de/panorama/vor-den-augen-der-passagiere-ueberfall-auf-geldtransporter-vor-austrian-airlines-jet-32354132				Überfall auf Geldtransporter vor Austrian-Airlines-Jet	Vor den Augen von Flugreisenden in einer startbereiten Maschine der Austrian Airlines haben Verbrecher auf dem Flughafen der albanischen Hauptstadt Tirana einen Geldtransporter überfallen. Die wertvolle Fracht wurde am Dienstag gerade in den Jet verladen.
1017115253		https://www.ksta.de/ratgeber/reise/osterferien-ausharren-oder-umfahren---wie-reagiert-man-am-besten-auf-eine-staumeldung--32367412				Ausharren oder umfahren – wie reagiert man am besten auf eine Staumeldung?	Rund um Ostern werden viele Autofahrer wieder auf eine Nervenprobe gestellt: In den Ferien drohen Staus. Wie gehen sie am besten damit um, wenn sich nichts mehr bewegt auf der Straße? Und wie meiden sie Staus?widgetFragen und Antworten im Überblick:Im Rad
1017765243		https://www.ksta.de/region/oberberg-ks/verdreckte-kuehe-angekettet-tierschuetzer-klagen-zustaende-in-lindlarer-hof-an-32322706				Tierschützer klagen Zustände in Lindlarer Hof an	Der Stall wurde offenbar seit längerem nicht mehr ausgemistet, die Hinterläufe der Kühe sind von eine dicken, eingetrockneten Kotschicht überzogen. Dazu sind die Tiere angekettet, können sich im Stall nur sehr eingeschränkt bewegen. Fotos wie diese, heiml
1018495243		https://www.ksta.de/region/oberberg-ks/waldbroel-marenbach-stellt-plaene-fuer-den-umbau-der-kaiserstrasse-vor-32323272				Marenbach stellt Pläne für den Umbau der Kaiserstraße vor	„Tolle Rollen“ soll es ebenso geben wie kunterbunte Sitzstufen, Stahlbügel für Fahrräder und viel Grün. In der jüngsten Sitzung des Waldbröler Ausschusses für Bauen und Verkehr warf Klaus Marenbach vom zuständigen Ingenieurbüro Donner und Marenbach Skizze
1018975289		https://www.ksta.de/region/-viele-unterschaetzen-die-strecken--in-nrw-verungluecken-mehr-motorradfahrer-32405624				In NRW verunglücken mehr Motorradfahrer	Unfallträchtiger Saisonbeginn: In den ersten drei Monaten des Jahres ist die Zahl der Motorradcrashs in Nordrhein-Westfalen im Vergleich zum Vorjahreszeitraum deutlich gestiegen. So zählte die Polizei im ersten Quartal 466 verunglückte Motorradfahrer, dar
1018985252		https://www.ksta.de/koeln/nach-spenden-an-die-afd-koelner-gastronom-uebernimmt-finanzierung-von-blau-weiss-32363144				Kölner Gastronom übernimmt Finanzierung von Blau-Weiss	Wenn auf den blauen Trikots der jungen Spieler von dem Kölner Hockey- und Tennisclub Blau-Weiss (KHTC) demnächst „Bagatelle“ steht, sollten die Gegner sie deswegen nicht unterschätzen. Denn der Begriff bedeutet nicht, dass sie es mit einem sportlichen Lei
1019075253		https://www.ksta.de/panorama/-wird-behandelt-wie-ein-prinz--hund-laeuft-ultramarathon-durch-die-sahara-mit-32367394				Hund läuft Ultramarathon durch die Sahara mit	Für den „Marathon des Sables“ (deutsch: „Sandmarathon“) brauchen die Teilnehmer eine große Leidensfähigkeit. In sechs Etappen werden rund 230 Kilometer absolviert – quer durch die marokkanische Sahara.Die Organisatoren des Ultra-Marathons begrüßen in dies
1019665245		https://www.ksta.de/region/rhein-sieg-bonn/eitorf---windeck/zwei-tote-ursache-fuer-brand-in-herchen-war-wohl-ein-technischer-defekt-32333020				Ursache für Brand in Herchen war wohl ein technischer Defekt	Ursache für das schwere Brandunglück mit zwei Toten in Windeck-Herchen ist wohl ein technischer Defekt gewesen. Am Freitag untersuchten Brandermittler der Polizei zusammen mit einem unabhängigen Sachverständigen die Überreste des abgebrannten Wohnhaus in
1019975251		https://www.ksta.de/koeln/neue-abwehrmassnahme-greifvoegel-sollen-ab-sofort-tauben-am-koelner-dom-vertreiben-32358630				Greifvögel sollen ab sofort Tauben am Kölner Dom vertreiben	Als christliches Symbol, das für den Heiligen Geist, Liebe, Frieden und Versöhnung steht, passen Tauben eigentlich gut zu einem Kirchenbau. Allerdings nur in künstlerischer Darstellung, nicht als reale Vögel. Denn deren Kot greift den Stein an und ist zud
1022245246		https://www.ksta.de/wirtschaft/das-flatrate-fahrrad---neue-verleihmodelle-aus-holland-32336752				Das Flatrate-Fahrrad - Neue Verleihmodelle aus Holland	Mal wieder spät dran. Schnell das Rad aus dem Keller wuchten, aufspringen und... was ist das? Ein platter Reifen im falschen Moment, sehr ärgerlich.Zumal das Rad in den kommenden Wochen voraussichtlich nutzlos in der Ecke verstaubt, denn Zeit für eine Rep
1022265240		https://www.ksta.de/sport/fussball/neuauflage-des-skandalspiels-wie-robert-hoyzer-vor-15-jahren-den-fussball-erschuetterte-32309226				Wie Robert Hoyzer vor 15 Jahren den Fußball erschütterte	Klaus Toppmöller hatte genug. Nach dem Manipulations-Skandal im deutschen Fußball vor 15 Jahren sei für ihn „eine Welt zusammengebrochen“, erinnert sich der langjährige Bundesliga-Trainer. „Und deshalb wollte ich mit Fußball in Deutschland zu der Zeit nic
1022555248		https://www.ksta.de/sport/fortuna-koeln/punkt-in-unterzahl-fortuna-koeln-holt-1-1-gegen-rostock-32345750				Fortuna Köln holt 1:1 gegen Rostock	Uwe Koschinat geht immer noch voll mit bei Spielen des SC Fortuna Köln. Der ehemalige Trainer war am Sonntagnachmittag  einer der 3832 Zuschauer im Südstadion, die sich den Heimauftritt des Drittligisten gegen Hansa Rostock ansahen. So leidenschaftlich di
1022605245		https://www.ksta.de/region/gericht-spricht-urteil-jugendamt-darf-vor-paedophilem-warnen-32333104				Jugendamt darf vor Pädophilem warnen	Das Jugendamt Warendorf darf nach einer Entscheidung des Verwaltungsgerichts Münster Informationen über einen verurteilten Sexualstraftäter weiterreichen. Das Gericht lehnte am Freitag den Eileintrag eines Mannes ab, der 2011 wegen der Verbreitung kinderp
1023105241		https://www.ksta.de/kultur/missbrauchsvorwuerfe-brisante-doku-ueber-michael-jackson-kommt-nach-deutschland-32313196				Brisante Doku über Michael Jackson kommt nach Deutschland	Die umstrittene Dokumentation „Leaving Neverland“ über Michael Jackson kommt ins deutsche Fernsehen. ProSieben zeigt an diesem Samstag (20.15 Uhr) den Film von Regisseur Dan Reed, in dem zwei Männer heftige Missbrauchsvorwürfe gegen den 2009 gestorbenen K
1023195259		https://www.ksta.de/koeln/vor-europawahl-katharina-barley-nutzt-ungewoehnlichen-koelner-ort-fuer-wahlkampf-32392082				Katharina Barley nutzt ungewöhnlichen Kölner Ort für Wahlkampf	Wer nicht genau hinschaute, hätte sie auf dem Wiener Platz nicht erkannt. Die jugendlich wirkende Frau in Jeans, bunter Bluse und weißen Sportschuhen, von Jusos umringt, ist die Bundesjustizministerin und SPD-Spitzenkandidatin für die Wahl zum Europäische
1023215241		https://www.ksta.de/ratgeber/reise/indonesien-macht--dracheninsel--komodo-fuer-ein-jahr-dicht-32313202				Indonesien macht „Dracheninsel” Komodo für ein Jahr dicht	Indonesien will seine „Dracheninsel” Komodo ein Jahr lang dicht machen. Die Insel östlich von Bali, wo mehrere tausend Komodowarane zu Hause sind, soll das ganze Jahr 2020 über für Touristen gesperrt bleiben, wie die Regierung in Jakarta mitteilte.Begründ
1023375249		https://www.ksta.de/koeln/festival--strassenland--fokus-auf-stadtentwicklung-auf-gesperrter-nord-sued-fahrt-32350206				Fokus auf Stadtentwicklung auf gesperrter Nord-Süd-Fahrt	Beim zweiten Anlauf sind die Hürden genommen. Ursprünglich bereits im vergangenen Jahr wollten die Organisatoren Christoph Kuckelkorn und Klaus Eschmann auf der Nord-Süd-Fahrt zwischen Ursula- und Viktoriastraße im Norden sowie der Ulrepforte im Süden ihr
1023535256		https://www.ksta.de/sport/mix/comeback-tiger-woods-triumphiert-beim-masters-32377682				Tiger Woods triumphiert beim Masters	Der Jubel am 18. Grün des Augusta National Golf Clubs war ohrenbetäubend, als Tiger Woods den entscheidenden Putt zu seinem fünften Master-Triumph einlochte. Mit seinem 15. Major-Sieg krönte der gefeierte Superstar am Sonntag eines der größten und emotion
1024175256		https://www.ksta.de/koeln/sanierung-bis-2023-muelheimer-bruecke-wird-eines-der-engsten-nadeloehre-von-koeln-32376512				Mülheimer Brücke wird eines der engsten Nadelöhre von Köln	Am Sonntagnachmittag ist es ruhig am Clevischen Ring. Vor der Auffahrt zur Mülheimer Brücke warten selten mehr als zehn Autos, auf der Brücke sind mehr Rad- als Autofahrer zu sehen. Auf dem gesperrten Teil südlich der Gleise spaziert einsam ein Mann mit F
1024195256		https://www.ksta.de/ratgeber/digital/sicherheitsexperten-warnen-so-nutzen-cyberkriminelle-den-hype-um--game-of-thrones--32352636				So nutzen Cyberkriminelle den Hype um „Game of Thrones“	Fans der Serie „Game of Thrones“ zählen die Stunden bis zum Start der achten Staffel. Sie startet am 15. April in Deutschland und die Rechte liegen bei dem Pay-TV-Sender Sky. Wer sich die Folgen anderweitig im Internet runterlädt, macht sich nicht nur str
1024205256		https://www.ksta.de/region/euskirchen-eifel/euskirchen/-so-da-rum-bruecke--bei-elsig-nordumgehung-b-56n-soll-endlich-kommen-32375906				Nordumgehung B 56n soll endlich kommen	Im Volksmund heißt die Brücke zwischen Elsig und Frauenberg auch „So-da-Brücke“, weil sie eben „nur so da steht“ – seit mehr als vier Jahrzehnten. Sie steht isoliert inmitten von Äckern an einer Feldwegkreuzung und wurde zum Symbol der in den 1970er Jahre
